idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
35,18069961300,9613,-85.5162563,40.9638743,204687781.0,203248314.0,1439467.0,4628,4480,56,34,24,31,2,4591,4330,140,13,9,99,0,4527,4277,141,9,26,74,0,4705,4447,100,27,24,84,2,4111,3837,170,52,14,38,0,4715,4444,182,8,29,61,0,3552,3477,30,13,13,16,1,3505,3355,30,14,10,100,0,3440,3315,25,10,25,75,0,3695,3506,67,12,23,64,2,3695,3506,67,10,15,16,0,8,73,3134,2983,38,44,16,37,0,3595,3485,45,8,20,50,0,0,2558,764,1744,2496,624,1872,2580,530,1910,2543,684,1680,2535,779,1673,2458,456,2002,2212,608,1531,2580,654,1845,2919,681,2182,2920,452,1992,2802,677,2125,0.0,18,18069,,,
36,18069962000,9620,-85.5538822,40.8105742,234392560.0,229202556.0,5190004.0,4250,4110,50,22,25,42,2,4207,4006,44,134,14,11,0,4289,4086,48,119,20,16,0,4104,3815,121,34,26,104,0,4445,4228,65,85,12,56,0,4195,3861,178,110,3,44,0,3243,3161,34,6,12,29,2,3245,3165,29,35,14,10,0,3365,3275,33,35,20,10,0,3162,2984,67,23,15,81,0,3162,2984,67,11,4,8,0,0,88,3435,3323,46,28,3,29,0,3355,3185,105,30,4,25,0,4,1933,674,1219,1873,543,1330,1948,358,1497,1906,477,1279,1905,539,1281,1863,326,1537,1559,358,1146,1896,422,1410,2095,410,1634,2080,274,1388,2011,429,1582,0.0,18,18069,,,
37,18069961400,9614,-85.5331662,40.9004972,20194833.0,20146007.0,48826.0,3883,3701,80,33,43,25,2,3924,3683,140,48,47,0,6,3989,3717,141,40,84,0,7,3749,3326,173,66,66,108,0,4017,3769,157,29,45,0,17,3635,3319,237,52,16,11,0,2932,2821,43,15,26,22,2,2975,2930,24,20,0,0,0,2955,2915,19,15,0,0,0,2851,2586,110,25,48,72,0,2851,2586,110,15,38,7,0,7,88,3111,3057,23,3,0,0,0,2870,2795,39,19,0,10,0,0,1354,549,784,1562,514,1048,1587,394,1072,1547,496,926,1549,539,941,1513,371,1142,1296,430,785,1556,462,1016,1726,483,1193,1718,326,1125,1647,461,1186,0.0,18,18069,,,
38,18069961900,9619,-85.5207754,40.8540222,30598114.0,30043346.0,554768.0,4664,4470,95,37,23,37,0,4385,4163,140,39,11,32,0,4251,4064,127,28,0,32,0,4678,4310,129,55,13,126,11,4526,4373,128,7,0,18,0,5305,5077,166,3,13,1,0,3602,3500,56,15,15,23,0,3480,3295,110,33,0,29,0,3360,3205,95,29,0,35,0,3669,3405,78,34,8,102,11,3669,3405,78,17,2,10,4,12,141,3450,3338,79,5,0,23,0,3865,3710,140,4,15,0,0,0,1809,724,1055,1657,559,1098,1776,423,1229,1708,546,977,1707,599,1007,1666,410,1256,1383,406,902,1740,488,1167,1984,472,1469,1985,320,1316,1908,508,1400,0.0,18,18069,,,
39,18037953702,9537.02,-86.8715914,38.2550788,124607585.0,123821894.0,785691.0,4539,4444,62,8,11,13,0,4668,4612,48,8,0,24,0,4459,4395,53,12,0,16,0,4499,4364,82,10,15,20,4,4133,4065,47,14,0,22,0,4395,4262,116,13,2,39,0,3453,3412,31,3,7,5,0,3705,3660,45,0,0,0,0,3530,3485,35,4,0,0,0,3538,3464,45,5,1,12,4,3538,3464,45,0,1,5,1,4,18,3286,3244,26,10,0,0,0,3520,3430,79,10,0,4,0,0,2279,1248,979,2187,955,1232,2379,750,1456,2315,1037,1167,2298,1053,1194,2144,691,1453,1982,777,1118,2332,923,1338,2570,859,1663,2555,617,1626,2497,1070,1427,0.0,18,18037,,,
40,18037953701,9537.01,-87.0104183,38.2471569,114984041.0,113358260.0,1625781.0,2721,2611,73,8,13,14,4,2598,2507,37,42,12,0,0,2780,2708,35,30,6,0,0,2699,2520,98,18,24,36,5,2889,2755,83,31,19,1,0,3082,2727,207,141,2,3,0,2073,2005,45,4,9,11,3,2010,1985,19,0,0,0,0,2195,2170,25,0,4,0,0,2088,1973,58,16,8,25,1,2088,1973,58,6,6,3,0,4,38,2256,2191,56,3,4,5,0,2365,2165,115,84,4,8,0,0,1311,523,752,1262,396,866,1382,305,999,1335,456,822,1326,497,791,1242,287,955,1107,314,748,1307,384,884,1387,313,1045,1374,247,939,1340,439,901,0.0,18,18037,,,
41,18037953302,9533.02,-86.9473241,38.4102587,8056909.0,8004330.0,52579.0,3910,3540,285,36,36,23,5,4251,4174,55,21,0,0,0,3995,3993,2,0,0,0,0,4306,3735,373,61,42,68,6,4009,3996,0,0,0,0,0,4121,4061,21,29,17,0,0,3008,2800,152,20,31,17,1,2892,2887,4,0,0,0,0,2927,2922,4,0,0,0,0,3344,2977,227,32,27,48,6,3344,2977,227,30,17,6,1,15,71,2771,2769,0,0,0,0,0,2730,2710,20,0,0,0,0,0,1779,795,960,1628,559,1069,1753,512,1098,1733,641,997,1717,722,937,1605,502,1103,1500,471,976,1731,616,1055,1901,628,1226,1882,445,1268,1834,738,1096,0.0,18,18037,,,
42,18037953301,9533.01,-86.94086,38.4246807,8365087.0,8216735.0,148352.0,3271,2715,437,28,73,20,0,2872,2407,388,53,25,0,0,3321,2514,654,38,115,0,0,3718,2545,968,55,89,64,8,3527,2410,815,38,264,0,0,3769,2949,543,79,158,28,0,2456,2135,242,15,54,14,0,2069,1884,150,20,20,0,0,2295,2075,200,15,10,0,0,2791,2045,600,31,62,41,5,2791,2045,600,24,55,7,2,7,51,2158,1951,169,16,30,0,0,2670,2470,145,35,10,15,0,0,1145,591,533,1031,396,635,1345,415,828,1316,538,705,1304,559,707,1228,423,805,1107,357,704,1319,491,783,1450,495,916,1433,350,920,1398,582,816,0.0,18,18037,,,
43,18029080601,806.01,-85.0557916,38.9959604,114916537.0,114795269.0,121268.0,3709,3645,14,8,14,15,7,3555,3510,5,40,0,0,0,3660,3599,11,50,0,0,0,3674,3499,52,26,23,54,1,3475,3379,22,58,16,0,0,3461,3168,52,156,31,19,0,2881,2832,11,4,9,13,4,2570,2535,8,35,0,0,0,2675,2620,14,45,0,0,0,2890,2791,20,11,13,48,1,2890,2791,20,4,7,4,0,0,64,2828,2757,15,49,5,0,0,2805,2625,35,110,18,20,0,0,1598,511,1061,1517,448,1069,1635,304,1270,1608,350,1209,1585,416,1140,1549,305,1244,1214,290,898,1574,341,1204,1736,376,1330,1738,315,1224,1715,360,1355,0.0,18,18029,,,
44,18029080301,803.01,-84.8760107,39.1037843,14631311.0,14012196.0,619115.0,2963,2760,29,123,32,23,1,3379,3315,0,46,0,0,0,3439,3363,0,54,0,0,0,3149,2861,42,101,51,56,5,3715,3635,0,58,0,22,0,3912,3730,0,133,0,49,0,2221,2100,17,65,24,18,1,2530,2510,0,20,0,0,0,2475,2445,0,30,0,0,0,2517,2326,33,50,37,46,5,2517,2326,33,29,25,4,0,12,88,2595,2541,0,36,0,20,0,2675,2540,0,105,0,35,0,0,1038,463,565,1107,503,604,1264,382,819,1228,390,777,1213,432,741,1187,357,830,894,297,565,1121,347,740,1082,286,776,1084,220,746,1072,298,774,2630.555880640814,18,18029,,,
45,18029080204,802.04,-84.8974164,39.2836454,43084113.0,42187059.0,897054.0,1812,1783,12,2,9,6,0,1711,1689,22,0,0,0,0,1827,1806,21,0,0,0,0,1949,1818,7,14,23,53,1,1721,1653,24,0,44,0,0,2006,1885,24,23,74,0,0,1406,1387,7,1,5,5,0,1285,1260,20,0,0,0,0,1325,1305,20,0,0,0,0,1554,1450,6,6,19,41,0,1554,1450,6,3,14,3,0,15,63,1279,1239,24,0,18,0,0,1475,1405,25,0,43,0,0,0,797,207,584,828,180,648,869,119,711,839,123,687,829,139,665,810,113,697,660,113,532,851,132,700,972,163,795,962,126,772,955,150,805,6318.363174179711,18,18029,,,
46,18029080302,803.02,-84.8448646,39.1012422,5678459.0,5085473.0,592986.0,2057,1907,28,97,13,15,1,1549,1390,16,130,0,13,0,1682,1330,214,125,0,13,0,2006,1743,54,117,16,54,2,1794,1371,286,123,0,14,0,1823,1616,166,31,2,8,0,1594,1478,24,70,9,13,0,1410,1250,14,129,0,8,0,1415,1190,74,119,0,8,0,1610,1414,36,82,15,47,1,1610,1414,36,56,11,0,0,10,83,1396,1152,105,126,0,9,0,1340,1215,79,30,0,10,0,0,552,312,225,425,250,175,564,213,319,545,237,274,529,245,265,524,216,308,340,163,169,529,218,300,645,230,403,631,196,362,624,242,382,3508.7339600223954,18,18029,,,
47,18089042610,426.10,-87.455452,41.4674485,7588592.0,7379412.0,209180.0,3598,3118,340,55,69,17,6,4121,3739,214,73,52,46,0,4151,3707,234,99,85,26,0,4300,3440,505,165,134,64,3,3677,3108,251,37,273,0,0,4136,3527,349,0,242,27,0,2708,2387,229,32,45,14,4,3134,2853,135,68,35,46,0,3161,2880,139,72,42,26,0,3324,2752,317,100,94,54,1,3324,2752,317,81,88,3,0,4,79,2809,2478,171,39,125,0,0,3085,2750,265,0,75,0,0,0,1751,786,952,1704,722,982,2159,788,1268,2090,822,1196,2094,878,1179,2033,815,1218,1792,803,962,2201,868,1287,2577,1003,1532,2532,822,1609,2476,910,1566,0.0,18,18089,,,
48,18089042803,428.03,-87.517076,41.5116599,3754129.0,3754129.0,0.0,5711,4704,613,172,207,38,3,5193,4435,439,200,101,4,0,5453,4575,544,189,197,4,0,5738,4305,864,260,217,94,10,5122,4138,609,236,189,0,0,5248,4330,612,215,126,97,0,4501,3827,400,113,147,20,2,4178,3722,220,177,57,3,0,4287,3693,354,140,96,3,0,4650,3665,590,185,145,69,10,4650,3665,590,149,128,5,0,11,102,4208,3519,437,189,75,0,0,4330,3675,465,175,20,4,0,0,2203,1104,1078,2466,1200,1266,2673,1159,1378,2585,1214,1265,2577,1285,1230,2510,1200,1310,2127,1099,978,2632,1244,1326,2984,1402,1542,2963,1175,1651,2905,1328,1577,3119.41020896002,18,18089,,,
49,18089042903,429.03,-87.485898,41.4277103,6648006.0,6632577.0,15429.0,3058,2667,251,61,69,19,0,3336,2747,383,85,114,25,12,3528,2942,366,84,140,37,14,4173,3386,459,167,70,79,5,3378,2923,313,17,118,0,7,4447,3672,530,117,92,22,14,2210,1983,152,31,37,11,0,2543,2233,234,41,32,8,3,2753,2385,265,35,49,14,3,3185,2652,302,112,49,58,3,3185,2652,302,96,32,5,0,22,76,2561,2306,195,14,35,0,2,3290,2745,360,110,40,20,15,0,1327,588,726,1482,542,940,1801,604,1107,1755,637,1060,1760,671,1037,1710,641,1069,1567,611,926,1933,688,1203,2413,853,1532,2383,673,1608,2333,773,1560,0.0,18,18089,,,
50,18089042904,429.04,-87.497076,41.3993601,49212887.0,49131327.0,81560.0,3223,2895,263,31,26,15,3,3421,3024,237,47,90,23,4,3254,2850,250,45,108,17,5,5772,4554,702,305,148,66,1,3417,2657,446,86,213,35,10,5552,4496,526,78,348,138,17,2477,2283,155,14,18,11,3,2447,2247,136,19,28,17,1,2392,2165,165,15,36,6,1,4412,3634,425,198,100,43,1,4412,3634,425,166,72,6,0,8,101,2606,2179,337,37,31,37,0,4330,3700,400,50,125,59,0,0,1282,473,793,1505,528,977,1968,574,1279,1897,642,1178,1900,696,1151,1837,654,1183,1886,683,1165,2336,776,1513,3253,1070,2141,3213,883,2122,3146,1010,2136,9708.931491260879,18,18089,,,
51,18089043204,432.04,-87.3422609,41.375588,34548774.0,34489736.0,59038.0,3695,3303,206,76,104,10,0,4523,3787,450,270,43,20,0,4388,3731,329,255,85,17,0,4867,3987,465,162,170,71,3,4038,3556,344,21,99,18,0,4538,3576,603,44,94,34,0,2751,2511,119,46,68,7,0,3193,2734,301,131,15,19,0,3198,2765,252,136,28,19,0,3567,3016,270,110,109,48,0,3567,3016,270,89,95,2,0,9,86,3109,2712,335,18,39,21,0,3435,2935,440,25,15,0,0,20,1541,631,898,1981,766,1215,2263,819,1310,2193,914,1206,2199,1000,1156,2136,923,1213,1841,829,986,2286,932,1306,2680,1054,1573,2656,826,1711,2585,978,1607,0.0,18,18089,,,
52,18089043301,433.01,-87.2300871,41.4132656,7145771.0,6319431.0,826340.0,4645,4046,395,102,80,30,5,4865,4066,721,78,0,0,0,4523,4025,398,71,0,0,0,5306,4100,572,290,167,133,2,4988,4134,684,88,0,0,0,5601,4332,838,41,228,0,0,3441,3078,237,62,53,20,3,3470,3015,400,55,0,0,0,3210,2945,200,60,0,0,0,4012,3229,350,196,114,96,2,4012,3229,350,168,95,6,2,15,147,3564,3244,244,68,0,0,0,4015,3555,280,40,145,0,0,0,2275,1119,1136,2367,1107,1260,2628,1018,1487,2542,1126,1327,2531,1182,1305,2468,1127,1341,2062,978,1050,2570,1088,1430,2877,1128,1714,2835,961,1737,2784,1093,1691,0.0,18,18089,,,
53,18089040301,403.01,-87.513564,41.532802,4912661.0,4852346.0,60315.0,3462,2794,322,127,207,29,5,3292,2640,270,111,279,44,0,3616,2705,399,245,266,187,0,3841,2609,538,292,360,55,9,3536,2699,303,163,371,37,0,3639,2419,282,334,595,64,0,2735,2293,206,82,145,24,5,2545,2040,240,100,165,45,0,2785,2055,315,235,180,185,0,3006,2161,350,217,254,32,5,3006,2161,350,196,229,2,1,4,63,2919,2206,251,151,314,35,0,2915,1990,230,275,425,50,0,0,1812,905,892,1607,780,827,1732,830,802,1676,813,810,1680,875,773,1629,816,813,1466,820,618,1740,888,815,1987,1056,908,1961,885,1027,1926,951,975,3798.413161728209,18,18089,,,
54,18089042302,423.02,-87.3105699,41.478454,12455782.0,12455782.0,0.0,2823,1793,347,589,100,22,3,2467,1144,244,970,112,91,0,2257,958,149,896,252,112,0,2509,1010,359,1006,146,56,4,2348,873,238,933,300,108,0,2690,1019,291,1095,280,71,0,2306,1540,243,440,84,20,3,1850,965,155,630,50,15,0,1605,750,105,615,60,25,0,2081,909,256,774,128,42,2,2081,909,256,708,111,5,1,7,84,1763,718,204,753,30,16,0,2085,945,215,845,0,25,0,45,965,602,353,887,528,359,886,528,316,866,551,276,867,577,267,853,571,282,631,415,204,879,534,327,1050,572,457,1027,521,453,1011,563,448,0.0,18,18089,,,
55,18089010206,102.06,-87.2761222,41.6108148,6742867.0,4597942.0,2144925.0,2613,288,119,2213,28,25,2,2460,349,398,1713,0,14,0,2671,342,452,1879,0,23,0,2330,326,106,1878,24,33,4,2702,573,552,1577,0,0,0,2280,277,302,1701,0,0,0,1876,264,78,1529,20,17,2,1795,280,140,1375,0,15,0,1885,305,145,1435,0,25,0,1717,302,78,1309,18,26,2,1717,302,78,1274,12,0,0,15,36,1894,574,222,1086,0,0,0,1420,275,90,1055,0,0,0,0,1155,1099,50,1001,951,50,863,766,72,850,773,57,844,774,63,844,775,69,709,651,50,847,769,66,925,835,78,918,795,106,912,828,84,0.0,18,18089,,,
56,18089010207,102.07,-87.2482778,41.5996784,5826535.0,5826535.0,0.0,3094,355,165,2590,15,33,1,3071,450,223,2442,5,16,0,3338,660,677,2052,5,0,0,3126,305,262,2594,24,64,0,3127,405,481,2293,0,0,0,2879,318,697,1866,0,2,0,2230,321,115,1788,10,21,1,2342,400,221,1701,0,15,0,2602,605,566,1436,0,0,0,2224,257,180,1793,15,41,0,2224,257,180,1697,13,0,0,0,77,2242,400,357,1466,0,0,0,2155,315,520,1320,0,0,0,0,1474,1405,63,1325,1287,38,1071,1009,45,1066,1003,39,1061,1015,39,1061,1011,50,855,812,33,982,934,42,944,880,58,939,838,91,926,867,59,0.0,18,18089,,,
57,18089042508,425.08,-87.3764774,41.4661415,6741079.0,6712965.0,28114.0,3275,1471,320,1417,95,22,5,4045,1606,718,1660,111,60,18,4072,1595,768,1624,164,58,17,3813,1267,465,1975,104,75,5,3576,1310,600,1634,30,23,37,3708,1030,423,2068,173,0,0,2556,1264,230,1008,61,15,3,3108,1523,298,1206,42,25,0,3109,1530,356,1121,61,25,0,3039,1079,309,1550,83,68,2,3039,1079,309,1483,64,12,0,2,90,2840,1306,249,1224,0,24,0,3210,915,290,1835,170,0,0,0,1124,816,300,1340,996,344,1530,1115,373,1500,1131,336,1490,1138,324,1471,1123,348,1292,1012,270,1556,1176,363,1812,1351,450,1779,1242,480,1740,1300,440,0.0,18,18089,,,
58,18089042509,425.09,-87.3425209,41.4592779,7570531.0,7566171.0,4360.0,2940,1231,323,1329,90,13,4,3202,1052,490,1540,136,84,0,3256,1123,540,1432,199,70,0,3733,1332,377,1903,172,54,7,3466,1308,638,1305,259,43,0,3930,1217,791,1900,134,9,0,2384,1151,218,961,64,11,2,2592,1007,292,1209,48,40,0,2606,1085,349,1069,74,30,0,3236,1265,283,1567,138,41,3,3236,1265,283,1492,118,4,0,2,72,2627,1176,388,995,46,29,0,2780,1110,400,1250,14,0,0,0,1277,960,302,1303,1009,294,1345,982,317,1298,965,295,1296,999,272,1284,983,301,1088,889,186,1359,1035,301,1574,1196,365,1550,1108,405,1539,1174,365,0.0,18,18089,,,
59,18089040302,403.02,-87.5177296,41.566144,2465369.0,2465369.0,0.0,4433,3383,596,292,135,40,2,4552,3014,1123,233,182,23,0,4131,3024,709,356,42,16,0,4267,2711,886,516,112,108,3,4455,3269,881,230,75,43,0,4624,3431,735,389,58,49,0,3333,2669,378,179,86,24,0,3290,2425,630,220,0,0,0,3115,2395,365,335,20,0,0,3300,2287,582,316,71,76,0,3300,2287,582,280,46,6,0,6,93,3474,2721,498,199,41,0,0,3780,2935,445,354,35,12,0,0,1971,1031,919,1941,993,948,2024,1053,834,1985,1074,819,1983,1146,785,1932,1101,831,1680,1025,613,1991,1123,811,2203,1278,886,2162,1107,993,2121,1185,936,2738.7742617101017,18,18089,,,
60,18089042611,426.11,-87.4329344,41.4413974,13848149.0,13774409.0,73740.0,3569,2992,372,120,76,16,1,4484,3634,546,97,125,79,0,4817,3666,650,244,162,94,0,5347,4193,654,215,151,94,4,4437,3290,626,356,74,91,0,5063,3668,859,391,101,88,0,2489,2125,231,74,49,12,0,2931,2412,320,62,55,79,0,3239,2575,351,138,83,94,0,3777,3056,401,130,107,47,2,3777,3056,401,110,87,11,0,17,95,2914,2212,411,194,15,91,0,3495,2600,595,210,90,0,0,0,1366,534,811,1740,712,1028,2042,781,1178,1948,814,1073,1934,853,1051,1886,813,1073,1701,780,893,2190,893,1266,2831,1122,1678,2788,894,1775,2717,1028,1689,0.0,18,18089,,,
61,18089042613,426.13,-87.498187,41.4602735,7949679.0,7949679.0,0.0,4315,3948,288,46,32,10,1,4655,4045,402,172,35,0,24,4479,3904,358,184,32,0,19,4184,3557,370,119,57,83,2,4914,3697,257,8,55,0,39,4260,3548,264,87,11,43,0,3182,2953,186,19,18,5,0,3432,3083,227,93,10,0,0,3363,3032,202,97,15,0,0,3336,2931,244,65,31,57,1,3336,2931,244,42,17,3,0,6,93,4023,3756,197,7,16,0,0,3385,3085,180,90,10,20,0,0,1998,743,1243,2240,737,1503,2385,732,1524,2311,772,1443,2309,805,1450,2244,784,1460,1836,691,1107,2293,764,1473,2511,848,1637,2483,671,1723,2430,758,1672,0.0,18,18089,,,
62,18101950100,9501,-86.8167723,38.7812563,491193587.0,483785731.0,7407856.0,2669,2606,8,10,20,23,2,2602,2423,79,45,8,47,0,2644,2468,76,44,9,47,0,2559,2441,28,13,21,53,3,2718,2552,95,49,19,3,0,2513,2470,13,19,22,1,0,2029,1984,7,3,16,17,1,2025,1880,39,45,10,45,0,1990,1855,39,45,14,45,0,1974,1886,21,8,18,40,3,1974,1886,21,2,9,7,0,1,48,2105,1987,47,51,23,3,0,2020,1990,15,0,12,4,0,20,1237,397,803,1156,316,840,1242,208,968,1232,378,775,1223,456,728,1154,253,901,1134,274,806,1248,309,896,1344,247,1066,1340,179,851,1293,318,975,0.0,18,18101,,,
63,18101950200,9502,-86.9039959,38.6606291,33188233.0,32807458.0,380775.0,3865,3794,30,14,11,14,0,3593,3540,7,11,5,21,0,3716,3672,7,11,10,16,0,3740,3590,12,36,30,72,4,3576,3389,30,49,35,31,0,3884,3593,78,32,41,23,0,2914,2871,17,8,9,11,0,2775,2740,8,14,4,18,0,2910,2870,8,14,4,12,0,2870,2773,9,23,14,48,2,2870,2773,9,6,11,4,1,0,66,2697,2589,28,13,23,29,0,2865,2770,25,8,40,20,0,0,1821,619,1169,1714,509,1205,1787,366,1325,1776,655,1044,1766,729,1000,1673,431,1242,1567,443,1056,1771,525,1196,1914,430,1443,1913,291,1185,1850,541,1309,0.0,18,18101,,,
64,18101950300,9503,-86.7881262,38.6161662,357267146.0,353022532.0,4244614.0,3800,3725,32,16,10,26,0,4015,3950,21,26,0,18,0,3852,3770,34,24,0,24,0,3513,3304,52,30,25,101,9,3875,3629,122,24,5,95,5,3466,3266,38,37,9,46,9,2910,2861,20,5,8,19,0,3100,3060,10,25,0,4,0,3030,2985,15,20,0,4,0,2719,2588,22,12,15,70,8,2719,2588,22,2,8,7,5,10,77,3089,2972,77,15,0,36,0,2775,2700,15,14,0,45,0,4,1887,690,1150,1725,507,1218,1817,307,1404,1786,562,1115,1785,638,1101,1671,378,1293,1623,410,1135,1772,447,1274,1886,334,1520,1865,239,1196,1792,431,1361,0.0,18,18101,,,
65,18089042405,424.05,-87.372533,41.4916982,8182043.0,8160461.0,21582.0,4287,1424,516,2335,42,39,0,3840,1136,365,2216,0,140,0,4098,1180,493,2299,0,142,0,4304,931,629,2753,46,95,1,3921,1233,254,2430,0,25,0,4234,1212,400,2622,0,0,0,3127,1234,318,1543,32,24,0,2870,1060,150,1575,0,85,0,2885,925,215,1665,0,80,0,3286,819,421,2022,26,69,0,3286,819,421,1920,13,5,0,14,94,3023,1065,118,1814,0,26,0,3290,945,215,2130,0,0,0,0,1975,1546,421,1940,1601,339,2002,1535,382,1963,1538,357,1955,1579,336,1941,1585,356,1674,1396,249,1977,1577,358,2166,1711,425,2144,1608,468,2115,1706,409,0.0,18,18089,,,
66,18089042506,425.06,-87.3739336,41.4429253,4854337.0,4854337.0,0.0,3691,2595,357,661,80,20,1,3075,2353,250,415,38,0,0,3707,2516,231,769,172,0,0,3256,1943,424,796,101,66,3,3570,2337,277,732,170,0,0,3013,1623,189,957,211,5,0,3226,2330,283,555,59,17,1,2755,2115,220,395,25,0,0,3185,2280,200,635,75,0,0,2902,1786,341,685,83,55,1,2902,1786,341,637,69,4,0,7,58,3147,2216,248,619,65,0,0,2600,1510,190,795,100,4,0,0,1279,642,623,1331,680,651,1432,692,669,1401,732,626,1335,737,570,1315,736,579,1152,634,505,1402,723,651,1605,818,770,1522,673,797,1492,716,776,0.0,18,18089,,,
67,18089042507,425.07,-87.3398535,41.4413321,4684250.0,4684250.0,0.0,3639,2340,432,774,99,27,5,4653,3376,706,562,53,0,0,4107,2705,970,421,57,0,0,3487,1894,541,907,125,65,0,4330,2824,967,513,67,0,0,3865,2207,874,771,117,0,0,2949,2024,288,547,78,19,4,3770,2775,525,445,30,0,0,3240,2275,585,345,35,0,0,2891,1722,383,665,83,57,0,2891,1722,383,634,72,4,0,7,69,3102,2041,561,446,51,0,0,2690,1530,500,555,105,0,0,0,1707,1032,655,1554,976,578,1564,902,583,1525,937,528,1509,979,486,1477,956,521,1265,807,434,1558,949,571,1800,1064,706,1750,919,765,1707,1010,697,0.0,18,18089,,,
68,18089043004,430.04,-87.37014,41.4168505,2140517.0,2118347.0,22170.0,2967,2660,244,40,25,8,0,2680,2467,123,101,113,0,0,2534,2317,116,69,122,0,0,2939,2361,337,119,58,86,1,3227,2728,221,212,193,0,0,3439,2682,260,335,191,54,0,2294,2098,156,19,18,8,0,2233,2095,75,30,24,0,0,2150,1995,75,30,49,0,0,2332,1952,216,79,27,70,1,2332,1952,216,55,21,6,0,0,82,2215,1881,80,183,59,0,0,2375,1840,135,264,80,60,0,0,1225,582,624,1276,612,664,1269,497,659,1226,581,568,1224,629,557,1192,594,598,973,521,426,1208,569,603,1341,599,719,1325,514,705,1285,587,698,0.0,18,18089,,,
69,18089043103,431.03,-87.3957108,41.4074805,6834710.0,6732447.0,102263.0,3270,3021,173,17,49,11,1,3478,3033,378,25,42,0,0,3539,3080,340,55,65,0,0,4205,3582,328,80,119,83,3,3373,2918,239,177,33,6,0,4130,3452,302,301,52,57,0,2461,2320,96,10,27,9,1,2480,2295,130,15,40,0,0,2600,2370,140,20,65,0,0,3111,2748,182,52,73,52,3,3111,2748,182,39,54,4,0,2,82,2563,2310,102,111,31,3,0,3090,2635,205,195,45,12,0,0,1333,593,728,1667,605,1062,1991,717,1156,1938,753,1108,1930,801,1080,1865,747,1118,1782,758,995,2055,809,1195,2391,962,1393,2364,716,1544,2280,854,1426,0.0,18,18089,,,
